DATAFLOW,LAST UPDATE,freq,factor,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Spain,2020,7.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,European Union - 27 countries (from 2020),2020,6.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Finland,2020,6.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,France,2020,5.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Croatia,2020,5.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Hungary,2020,5.9,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Ireland,2020,5.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Iceland,2020,5.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Italy,2020,8.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Lithuania,2020,3.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Luxembourg,2020,4.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Latvia,2020,7.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Malta,2020,2.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Netherlands,2020,6.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Norway,2020,5.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Poland,2020,8.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Portugal,2020,6.9,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Romania,2020,13.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Sweden,2020,8.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Slovenia,2020,2.1,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Males,Slovakia,2020,12.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Austria,2020,3.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Belgium,2020,4.6,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Bulgaria,2020,8.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Switzerland,2020,6.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Cyprus,2020,7.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Czechia,2020,3.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Germany,2020,0.7,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Denmark,2020,2.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Euro area - 19 countries  (2015-2022),2020,5.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Estonia,2020,3.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Greece,2020,23.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Spain,2020,7.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,European Union - 27 countries (from 2020),2020,6.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Finland,2020,6.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,France,2020,5.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Croatia,2020,6.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Hungary,2020,5.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Ireland,2020,4.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Iceland,2020,4.9,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Italy,2020,8.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Lithuania,2020,3.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Luxembourg,2020,3.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Latvia,2020,5.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Malta,2020,2.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Netherlands,2020,6.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Norway,2020,4.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Poland,2020,8.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Portugal,2020,6.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Romania,2020,11.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Sweden,2020,8.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Slovenia,2020,2.3,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 64 years,Percentage of total employment,Total,Slovakia,2020,11.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Austria,2020,3.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Belgium,2020,4.1,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Bulgaria,2020,8.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Switzerland,2020,6.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Cyprus,2020,5.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Czechia,2020,3.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Germany,2020,0.7,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Denmark,2020,2.9,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Euro area - 19 countries  (2015-2022),2020,5.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Estonia,2020,2.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Greece,2020,22.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Spain,2020,6.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,European Union - 27 countries (from 2020),2020,5.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Finland,2020,6.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,France,2020,5.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Croatia,2020,6.9,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Hungary,2020,5.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Ireland,2020,3.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Iceland,2020,4.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Italy,2020,8.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Lithuania,2020,3.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Luxembourg,2020,3.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Latvia,2020,3.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Malta,2020,1.3,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Netherlands,2020,5.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Norway,2020,4.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Poland,2020,8.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Portugal,2020,5.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Romania,2020,9.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Sweden,2020,7.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Slovenia,2020,2.6,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Females,Slovakia,2020,10.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Austria,2020,3.9,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Belgium,2020,5.0,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Bulgaria,2020,8.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Switzerland,2020,6.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Cyprus,2020,9.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Czechia,2020,3.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Germany,2020,0.7,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Denmark,2020,2.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Euro area - 19 countries  (2015-2022),2020,5.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Estonia,2020,4.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Greece,2020,23.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Spain,2020,7.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,European Union - 27 countries (from 2020),2020,6.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Finland,2020,6.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,France,2020,5.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Croatia,2020,5.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Hungary,2020,5.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Ireland,2020,5.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Iceland,2020,5.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Italy,2020,8.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Lithuania,2020,3.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Luxembourg,2020,4.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Latvia,2020,7.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Malta,2020,2.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Netherlands,2020,6.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Norway,2020,4.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Poland,2020,8.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Portugal,2020,6.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Romania,2020,12.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Sweden,2020,8.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Slovenia,2020,2.1,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Males,Slovakia,2020,12.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Austria,2020,3.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Belgium,2020,4.6,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Bulgaria,2020,8.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Switzerland,2020,6.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Cyprus,2020,7.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Czechia,2020,3.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Germany,2020,0.7,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Denmark,2020,2.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Euro area - 19 countries  (2015-2022),2020,5.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Estonia,2020,3.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Greece,2020,22.9,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Spain,2020,7.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,European Union - 27 countries (from 2020),2020,6.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Finland,2020,6.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,France,2020,5.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Croatia,2020,6.2,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Hungary,2020,5.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Ireland,2020,4.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Iceland,2020,4.9,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Italy,2020,8.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Lithuania,2020,3.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Luxembourg,2020,3.8,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Latvia,2020,5.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Malta,2020,2.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Netherlands,2020,6.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Norway,2020,4.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Poland,2020,8.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Portugal,2020,6.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Romania,2020,11.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Sweden,2020,7.9,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Slovenia,2020,2.3,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 15 to 74 years,Percentage of total employment,Total,Slovakia,2020,11.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Austria,2020,3.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Belgium,2020,3.8,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Bulgaria,2020,7.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Switzerland,2020,7.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Cyprus,2020,5.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Czechia,2020,3.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Germany,2020,0.9,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Denmark,2020,3.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Euro area - 19 countries  (2015-2022),2020,5.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Estonia,2020,2.3,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Greece,2020,20.7,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Spain,2020,7.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,European Union - 27 countries (from 2020),2020,5.9,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Finland,2020,7.3,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,France,2020,5.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Croatia,2020,5.1,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Hungary,2020,5.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Ireland,2020,3.4,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Iceland,2020,7.1,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Italy,2020,8.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Lithuania,2020,3.6,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Luxembourg,2020,3.0,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Latvia,2020,3.5,b,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Malta,2020,,bu,
ESTAT:HSW_EXP3(1.0),14/09/23 23:00:00,Annual,Job insecurity,From 35 to 54 years,Percentage of total employment,Females,Netherlands,2020,6.4,b,
