DATAFLOW,LAST UPDATE,freq,sex,age,sizes,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Large,Percentage of total employment,Sweden,2020,75.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Large,Percentage of total employment,Slovenia,2020,36.1,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Large,Percentage of total employment,Slovakia,2020,51.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Austria,2020,61.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Belgium,2020,46.5,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Bulgaria,2020,43.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Switzerland,2020,65.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Cyprus,2020,47.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Czechia,2020,32.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Germany,2020,20.8,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Denmark,2020,33.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Euro area - 19 countries  (2015-2022),2020,40.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Estonia,2020,31.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Greece,2020,69.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Spain,2020,45.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,European Union - 27 countries (from 2020),2020,42.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Finland,2020,53.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,France,2020,51.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Croatia,2020,32.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Hungary,2020,32.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Ireland,2020,50.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Iceland,2020,62.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Italy,2020,33.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Lithuania,2020,20.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Luxembourg,2020,67.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Latvia,2020,43.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Malta,2020,45.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Netherlands,2020,55.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Norway,2020,70.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Poland,2020,41.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Portugal,2020,52.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Romania,2020,57.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Sweden,2020,73.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Slovenia,2020,34.1,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Medium,Percentage of total employment,Slovakia,2020,51.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Austria,2020,53.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Belgium,2020,49.3,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Bulgaria,2020,46.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Switzerland,2020,61.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Cyprus,2020,45.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Czechia,2020,33.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Germany,2020,19.7,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Denmark,2020,27.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Euro area - 19 countries  (2015-2022),2020,39.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Estonia,2020,33.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Greece,2020,67.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Spain,2020,42.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,European Union - 27 countries (from 2020),2020,40.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Finland,2020,44.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,France,2020,48.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Croatia,2020,38.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Hungary,2020,32.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Ireland,2020,48.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Iceland,2020,66.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Italy,2020,33.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Lithuania,2020,22.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Luxembourg,2020,62.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Latvia,2020,35.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Malta,2020,36.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Netherlands,2020,48.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Norway,2020,67.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Poland,2020,43.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Portugal,2020,47.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Romania,2020,40.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Sweden,2020,66.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Slovenia,2020,33.2,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Small,Percentage of total employment,Slovakia,2020,48.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Austria,2020,58.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Belgium,2020,48.9,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Bulgaria,2020,43.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Switzerland,2020,63.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Cyprus,2020,48.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Czechia,2020,32.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Germany,2020,24.3,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Denmark,2020,35.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Euro area - 19 countries  (2015-2022),2020,42.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Estonia,2020,33.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Greece,2020,68.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Spain,2020,45.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,European Union - 27 countries (from 2020),2020,42.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Finland,2020,49.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,France,2020,51.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Croatia,2020,34.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Hungary,2020,32.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Ireland,2020,52.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Iceland,2020,64.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Italy,2020,37.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Lithuania,2020,23.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Luxembourg,2020,68.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Latvia,2020,41.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Malta,2020,44.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Netherlands,2020,55.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Norway,2020,69.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Poland,2020,42.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Portugal,2020,52.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Romania,2020,48.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Sweden,2020,71.9,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Slovenia,2020,34.1,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 15 to 74 years,Total,Percentage of total employment,Slovakia,2020,51.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Austria,2007,40.7,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Austria,2013,47.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Austria,2020,61.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Belgium,2007,18.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Belgium,2013,41.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Belgium,2020,52.1,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Bulgaria,2007,16.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Bulgaria,2013,14.7,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Bulgaria,2020,45.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Switzerland,2013,52.4,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Switzerland,2020,69.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Cyprus,2007,52.2,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Cyprus,2013,37.6,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Cyprus,2020,54.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Czechia,2007,15.9,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Czechia,2013,22.6,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Czechia,2020,35.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Germany,2007,20.7,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Germany,2013,22.4,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Germany,2020,30.9,bu,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Denmark,2007,25.1,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Denmark,2013,19.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Denmark,2020,41.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Euro area - 19 countries  (2015-2022),2007,31.4,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Euro area - 19 countries  (2015-2022),2013,37.6,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Euro area - 19 countries  (2015-2022),2020,47.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Estonia,2007,22.1,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Estonia,2013,29.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Estonia,2020,37.5,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Greece,2007,19.4,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Greece,2013,46.2,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Greece,2020,67.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Spain,2007,37.7,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Spain,2013,38.7,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Spain,2020,52.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,European Union - 27 countries (from 2020),2007,30.0,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,European Union - 27 countries (from 2020),2013,34.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,European Union - 27 countries (from 2020),2020,47.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,European Union - 28 countries (2013-2020),2007,32.9,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,European Union - 28 countries (2013-2020),2013,35.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Finland,2007,37.0,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Finland,2013,40.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Finland,2020,52.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,France,2007,51.0,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,France,2013,65.9,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,France,2020,56.4,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Croatia,2007,19.8,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Croatia,2013,20.2,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Croatia,2020,37.6,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Hungary,2007,16.1,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Hungary,2013,23.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Hungary,2020,36.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Ireland,2007,20.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Ireland,2013,33.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Ireland,2020,57.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Iceland,2007,48.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Iceland,2020,70.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Italy,2007,22.8,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Italy,2013,35.5,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Italy,2020,46.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Lithuania,2007,22.2,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Lithuania,2013,19.3,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Lithuania,2020,24.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Luxembourg,2007,8.1,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Luxembourg,2013,60.1,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Luxembourg,2020,75.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Latvia,2007,,du,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Latvia,2013,29.8,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Latvia,2020,50.2,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Malta,2007,33.1,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Malta,2013,22.8,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Malta,2020,53.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Netherlands,2007,45.6,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Netherlands,2020,61.3,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Norway,2013,20.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Norway,2020,72.7,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Poland,2007,27.8,d,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Poland,2013,23.1,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Poland,2020,45.0,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Portugal,2007,,u,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Portugal,2013,51.9,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Portugal,2020,67.1,b,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Romania,2007,23.2,,
ESTAT:HSW_EXP9(1.0),14/09/23 23:00:00,Annual,Males,From 35 to 54 years,Large,Percentage of total employment,Romania,2013,20.3,,
